日期,一房成交套数,一房成交面积,一房成交均价,一房可售套数,一房可售面积,二房成交套数,二房成交面积,二房成交均价,二房可售套数,二房可售面积,三房成交套数,三房成交面积,三房成交均价,三房可售套数,三房可售面积,四房成交套数,四房成交面积,四房成交均价,四房可售套数,四房可 >售面积,四房以上成交套数,四房以上成交面积,四房以上成交均价,四房以上可售套数,四房以上可售面积,复式成交套数,复式成交面积,复式成交>均价,复式可售套数,复式可售面积,复式住宅成交套数,复式住宅成交面积,复式住宅成交均价,复式住宅可售套数,复式住宅可售面积,别墅成交套>数,别墅成交面积,别墅成交均价,别墅可售套数,别墅可售面积,90平方米以下成交套数,90平方米以下成交面积,90平方米以下成交均价,90平方米>以下成交金额,90~140平方米成交套数,90~140平方米成交面积,90~140平方米成交均价,90~140平方米成交金额,144平方米以上成交套数,144平方 >米以上成交面积,144平方米以上成交均价,144平方米以上成交金额,商业成交套数,商业成交面积,商业成交均价,商业可售套数,商业可售面积,办>公楼成交套数,办公楼成交面积,办公楼成交均价,办公楼可售套数,办公楼可售面积,住宅成交套数,住宅成交面积,住宅成交均价,住宅可售套数,住宅可售面积
20160415,0,0,0,263,19517.98,1,89.87,39761,374,35490.91,0,0,0,120,14270.53,0,0,0,45,8703.09,0,0,0,1,225.65,1,168.94,54596,49,8929.03,0,0,0,3,688.72,0,0,0,2,603.66,1,89.87,39761,3573343,0,0,0,0,1,168.94,54596,9223458,0,0,0,590,71207.57,0,0,0,9,2402.61,2,258.81,49445,857,88429.57
20160416,0,0,0,263,19517.98,0,0,0,374,35490.91,0,0,0,120,14270.53,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,49,8929.03,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,0,0,0,857,88429.57
20160419,0,0,0,242,18144.58,0,0,0,240,24019.31,0,0,0,78,8760.66,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,49,8929.03,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,0,0,0,660,70074.70
20160420,0,0,0,242,18144.58,0,0,0,240,24019.31,0,0,0,78,8760.66,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,49,8929.03,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,21,1129.12,53188,107,7621.66,0,0,0,660,70074.70
20160421,0,0,0,242,18144.58,1,89.58,43689,239,23929.73,0,0,0,78,8760.66,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,49,8929.03,0,0,0,3,688.72,0,0,0,2,603.66,1,89.58,43689,3913674,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,107,7621.66,1,89.58,43689,659,69985.12
20160422,1,65.40,45373,262,19452.58,2,176.80,44191,370,35136.13,0,0,0,120,14270.53,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,49,8929.03,0,0,0,3,688.72,0,0,0,2,603.66,3,242.20,44510,10780320,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,5,256.62,50100,102,7365.04,3,242.20,44510,852,88009.39
20160425,0,0,0,262,19452.58,1,88.38,44775,369,35047.75,0,0,0,120,14270.53,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,49,8929.03,0,0,0,3,688.72,0,0,0,2,603.66,1,88.38,44775,3957217,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,102,7365.04,1,88.38,44775,851,87921.01
20160426,0,0,0,262,19452.58,2,175.02,39422,367,34872.73,0,0,0,120,14270.53,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,49,8929.03,0,0,0,3,688.72,0,0,0,2,603.66,2,175.02,39422,6899688,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,102,7365.04,2,175.02,39422,849,87745.99
20160427,0,0,0,262,19452.58,0,0,0,367,34872.73,0,0,0,120,14270.53,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,49,8929.03,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,4,205.48,48775,98,7159.56,0,0,0,849,87745.99
20160428,0,0,0,262,19452.58,1,88.11,35581,366,34784.62,0,0,0,120,14270.53,0,0,0,45,8703.09,0,0,0,1,225.65,1,310.31,58422,48,8618.72,0,0,0,3,688.72,0,0,0,2,603.66,1,88.11,35581,3135036,0,0,0,0,1,310.31,58422,18129055,0,0,0,590,71207.57,0,0,0,98,7159.56,2,398.42,53371,847,87347.57
20160429,0,0,0,262,19452.58,0,0,0,366,34784.62,0,0,0,120,14270.53,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,48,8618.72,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,9,461.89,49783,89,6697.67,0,0,0,847,87347.57
20160503,0,0,0,260,19321.78,0,0,0,363,34528.58,0,0,0,120,14270.53,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,48,8618.72,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,89,6697.67,0,0,0,842,86960.73
20160504,0,0,0,260,19321.78,0,0,0,363,34528.58,0,0,0,120,14270.53,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,48,8618.72,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,1,51.46,49082,88,6646.21,0,0,0,842,86960.73
20160505,0,0,0,260,19321.78,0,0,0,363,34528.58,0,0,0,120,14270.53,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,48,8618.72,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,88,6646.21,0,0,0,842,86960.73
20160506,0,0,0,68,4467.63,0,0,0,291,28143.34,0,0,0,75,8751,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,48,8618.72,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,88,6646.21,0,0,0,533,60201.81
20160509,0,0,0,68,4467.63,0,0,0,291,28143.34,0,0,0,75,8751,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,48,8618.72,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,88,6646.21,0,0,0,533,60201.81
20160510,0,0,0,68,4467.63,0,0,0,283,27429.49,0,0,0,75,8751,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,43,7774.02,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,88,6646.21,0,0,0,520,58643.26
20160511,0,0,0,68,4467.63,0,0,0,283,27429.49,0,0,0,75,8751,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,43,7774.02,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,88,6646.21,0,0,0,520,58643.26
20160512,0,0,0,68,4467.63,0,0,0,283,27429.49,0,0,0,75,8751,0,0,0,45,8703.09,0,0,0,1,225.65,1,188.37,43951,42,7585.65,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,1,188.37,43951,8279106,0,0,0,590,71207.57,0,0,0,88,6646.21,1,188.37,43951,519,58454.89
20160513,0,0,0,68,4467.63,1,88.38,51410,260,25426.25,0,0,0,75,8751,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,42,7585.65,0,0,0,3,688.72,0,0,0,2,603.66,1,88.38,51410,4543579,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,88,6646.21,1,88.38,51410,496,56451.65
20160517,0,0,0,50,3290.43,0,0,0,134,14230.02,0,0,0,74,8578.33,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,42,7585.65,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,0,0,0,342,42274.64
20160518,0,0,0,50,3290.43,0,0,0,134,14230.02,0,0,0,74,8578.33,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,42,7585.65,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,0,0,0,342,42274.64
20160519,0,0,0,69,4533.03,1,84.69,46361,267,25632.78,0,0,0,74,8578.33,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,47,8430.35,0,0,0,3,688.72,0,0,0,2,603.66,1,84.69,46361,3926334,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,1,84.69,46361,499,55764.70
20160520,1,65.40,44662,68,4467.63,0,0,0,267,25632.78,0,0,0,74,8578.33,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,47,8430.35,0,0,0,3,688.72,0,0,0,2,603.66,1,65.40,44662,2920904,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,1,65.40,44662,498,55699.30
20160521,0,0,0,68,4467.63,0,0,0,267,25632.78,0,0,0,74,8578.33,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,47,8430.35,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,0,0,0,498,55699.30
20160523,1,65.40,28859,67,4402.23,1,84.69,28932,266,25548.09,0,0,0,74,8578.33,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,47,8430.35,0,0,0,3,688.72,0,0,0,2,603.66,2,150.09,28900,4337641,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,2,150.09,28900,496,55549.21
20160524,0,0,0,67,4402.23,4,350.16,40391,262,25197.93,1,115.85,40310,73,8462.48,0,0,0,36,7072.18,0,0,0,1,225.65,2,337.88,44762,45,8092.47,0,0,0,3,688.72,0,0,0,2,603.66,4,350.16,40391,14143269,1,115.85,40310,4669876,2,337.88,44762,15124334,0,0,0,590,71207.57,0,0,0,9,2402.61,7,803.89,42217,489,54745.32
20160527,0,0,0,259,19256.38,0,0,0,334,31583.17,0,0,0,118,13982.01,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,45,8092.47,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,0,0,0,798,81504.24
20160530,0,0,0,259,19256.38,0,0,0,334,31583.17,0,0,0,118,13982.01,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,45,8092.47,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,0,0,0,798,81504.24
20160531,0,0,0,259,19256.38,1,88.38,46829,333,31494.79,0,0,0,118,13982.01,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,45,8092.47,0,0,0,3,688.72,0,0,0,2,603.66,1,88.38,46829,4138746,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,1,88.38,46829,797,81415.86
20160601,0,0,0,259,19256.38,0,0,0,333,31494.79,0,0,0,118,13982.01,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,45,8092.47,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,0,0,0,797,81415.86
20160602,0,0,0,259,19256.38,0,0,0,333,31494.79,0,0,0,118,13982.01,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,45,8092.47,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,9,2402.61,0,0,0,797,81415.86
20160603,0,0,0,259,19256.38,0,0,0,333,31494.79,0,0,0,118,13982.01,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,45,8092.47,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,74,5926.74,0,0,0,797,81415.86
20160605,0,0,0,259,19256.38,0,0,0,333,31494.79,0,0,0,118,13982.01,0,0,0,36,7072.18,0,0,0,1,225.65,0,0,0,45,8092.47,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,74,5926.74,0,0,0,797,81415.86
20160606,0,0,0,259,19256.38,0,0,0,356,33921.86,0,0,0,119,14154.68,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,45,8092.47,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,74,5926.74,0,0,0,830,85646.51
20160607,0,0,0,259,19256.38,3,357.20,47580,353,33564.66,0,0,0,119,14154.68,0,0,0,45,8703.09,0,0,0,1,225.65,1,176.09,48854,44,7916.38,0,0,0,3,688.72,0,0,0,2,603.66,2,174.27,39785,6933256,0,0,0,0,2,359.02,51989,18665104,0,0,0,590,71207.57,18,945.60,50726,56,4981.14,4,533.29,48001,826,85113.22
20160608,0,0,0,259,19256.38,0,0,0,353,33564.66,1,131.43,51510,118,14023.25,0,0,0,45,8703.09,0,0,0,1,225.65,0,0,0,44,7916.38,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,1,131.43,51510,6769978,0,0,0,0,0,0,0,590,71207.57,0,0,0,56,4981.14,1,131.43,51510,825,84981.79
20160614,0,0,0,259,19256.38,1,178.95,56437,352,33385.71,0,0,0,118,14023.25,1,176.69,59500,44,8526.40,0,0,0,1,225.65,0,0,0,44,7916.38,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,2,355.64,57959,20612494,0,0,0,590,71207.57,0,0,0,56,4981.14,2,355.64,57959,823,84626.15
20160615,0,0,0,259,19256.38,0,0,0,352,33385.71,0,0,0,118,14023.25,0,0,0,44,8526.40,0,0,0,1,225.65,1,188.37,47333,43,7728.01,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,1,188.37,47333,8916151,0,0,0,590,71207.57,2,112.83,54262,54,4868.31,1,188.37,47333,822,84437.78
20160616,0,0,0,259,19256.38,0,0,0,352,33385.71,0,0,0,118,14023.25,0,0,0,44,8526.40,0,0,0,1,225.65,0,0,0,43,7728.01,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,54,4868.31,0,0,0,822,84437.78
20160617,0,0,0,259,19256.38,1,88.38,45504,351,33297.33,0,0,0,118,14023.25,0,0,0,44,8526.40,0,0,0,1,225.65,0,0,0,43,7728.01,0,0,0,3,688.72,0,0,0,2,603.66,1,88.38,45504,4021652,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,1,51.46,46291,53,4816.85,1,88.38,45504,821,84349.40
20160620,0,0,0,259,19256.38,0,0,0,351,33297.33,0,0,0,118,14023.25,0,0,0,44,8526.40,0,0,0,1,225.65,0,0,0,43,7728.01,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,71207.57,0,0,0,53,4816.85,0,0,0,821,84349.40
20160621,1,140.08,58114,258,19116.30,0,0,0,351,33297.33,0,0,0,118,14023.25,0,0,0,44,8526.40,0,0,0,1,225.65,0,0,0,43,7728.01,0,0,0,3,688.72,0,0,0,2,603.66,0,0,0,0,1,140.08,58114,8140625,0,0,0,0,0,0,0,590,71207.57,4,205.67,49437,49,4611.18,1,140.08,58114,820,84209.32
20160622,0,0,0,258,19116.30,1,88.38,31949,350,33208.95,0,0,0,118,14023.25,0,0,0,44,8526.40,0,0,0,1,225.65,1,168.94,47177,42,7559.07,0,0,0,3,688.72,0,0,0,2,603.66,1,88.38,31949,2823692,0,0,0,0,1,168.94,47177,7970014,0,0,0,590,71207.57,0,0,0,49,4611.18,2,257.32,41947,818,83952
